registrarname,domains
IP Mirror Pte Ltd dba IP MIRROR R51-ASIA (890),1
Hostopia.com Inc. d/b/a Aplus.net (R14-LROR),1
WIXI Incorporated (R1873-LROR),1
"PACIFICDOMAINS, LLC",1
WEST263 INTERNATIONAL LIMITED,1
Web Commerce Communications Limited dba WebNic.cc (R234-LRMS),1
Estrategias WebSite S.L. (R658-LRMS),1
Crazy Domains FZ-LLC (1291),1
"ARCTIC NAMES, INC.",1
NAMESHERE LLC,1
CSL Computer Service Langenbach GmbH d/b/a joker.com a German GmbH,1
"DNC Holdings, Inc. (R3207-AGRS)",1
Center of Ukrainian Internet Names dba UKRNAMES (R1787-LROR),1
"1 MORE NAME, LLC",1
Omnis Network LLC (R101-LROR),1
CV. Rumahweb Indonesia (R1978-LROR),1
DOMAIN PEOPLE,1
Ascio,1
Estrategias WebSite S.L.,1
"NameCheap, Inc. (1068)",1
DROPCATCH.COM 607 LLC,1
Super Registry,1
"Chengdu West Dimension Digital Technology Co., Ltd. (R1898-LROR)",1
PEARLNAMINGSERVICE.COM LLC,1
DROPCATCH.COM 464 LLC,1
Web Commerce Communications Limited dba WebNic.cc (R140-LROR),1
Mat Bao Trading & Service Company Limited d/b/a Mat Bao,1
"Vitalwerks Internet Solutions, LLC DBA No-IP (R515-LRMS)",1
"Domaininfo AB, aka domaininfo.com",1
"EnomAte, Inc. (R1586-LROR)",1
Melbourne IT Ltd (13),1
SHANGHAI BEST ORAY INFORMATION S&T CO. LTD.,1
Realtime Register B.V.,1
2030138 Ontario Inc. dba NamesBeyond.com and dba GoodLuckDomain.com (R117-LROR),1
"GONAME-TN.COM, INC.",1
DROPCATCH.COM 611 LLC,1
"Active Registrar, Inc.",1
"Network Solutions, LLC (R2353-PRO)",1
"DNC Holdings, Inc. (R152-LRMS)",1
"A TECHNOLOGY COMPANY, INC.",1
PDR Ltd. d/b/a PublicDomainRegistry.com (R2339-PRO),1
DROPCATCH.COM 713 LLC,1
Mijn InternetOplossing B.V.,1
Reg2C.com Inc.,1
NetEarth One Inc. d/b/a NetEarth,1
THENAMECO LLC,1
1&1 Internet SE,1
"Wild West Domains, LLC (440)",1
"VOLUSION, INC.",1
Xin Net Technology Corporation (120),1
TPP DOMAINS PTY LTD. DBA TPP INTERNET,1
OVH sas,1
Web Commerce Communications Limited R75-ASIA (460),1
Dotserve Inc,1
united-domains AG (R1838-LROR),1
Vautron Rechenzentrum AG,1
Tucows.Com Co. (69),1
QuantumPages Technologies Pvt. Ltd. d/b/a OwnRegistrar.com,1
FBS Inc. (1110),1
Synergy Wholesale PTY LTD,1
united-domains AG,1
"IHS Telekom, Inc. (R491-LRMS)",1
Register.com,1
"Advanced Internet Technologies, Inc. (AIT) (R232-LROR)",1
PDR Ltd. d/b/a PublicDomainRegistry.com. (303),1
DOMAINNAME HIGHWAY LLC,1
Nics Telekomunikasyon Ticaret Ltd. Sti.,1
Shinjiru MSC Sdn Bhd (R1999-LROR),1
"CENTURY ORIENTAL INTERNATIONAL CO., LTD.",1
INTERNETWIRE COMMUNICATIONS GMBH,1
Cronon AG (R199-LRMS),1
Netlynx Inc. (R1706-LROR),1
"ENOM1040, INC.",1
ZNet Technologies Pvt Ltd. d/b/a LemonRegistry.com,1
ENAMECO LLC,1
