2014-02-01,20268
2014-03-01,16622
2014-04-01,18483
2014-05-01,12242
2014-06-01,12889
2014-07-01,11149
2014-08-01,17920
2014-09-01,16170
2014-10-01,17123
2014-11-01,12697
2014-12-01,30223
2015-01-01,18767
2015-02-01,13826
2015-03-01,11834
2015-04-01,16169
2015-05-01,20134
2015-06-01,18876
2015-07-01,17634
2015-08-01,16386
2015-09-01,19859
2015-10-01,16858
2015-11-01,15649
2015-12-01,20094
2016-01-01,17044
2016-02-01,11351
2016-03-01,10525
2016-04-01,18005
2016-05-01,13751
2016-06-01,14366
2016-07-01,22751
2016-08-01,17006
2016-09-01,22517
2016-10-01,19078
2016-11-01,14941
2016-12-01,17496
2017-01-01,25875
