united states,18675
china,2233
cayman islands,1779
india,875
united kingdom,584
gibraltar,470
germany,449
japan,323
canada,309
singapore,230
russian federation,198
france,184
turkey,158
denmark,80
united arab emirates,79
hong kong,79
netherlands,59
lithuania,57
australia,54
luxembourg,35
czech republic,30
indonesia,29
barbados,18
belgium,18
ireland,17
sweden,13
panama,12
spain,11
korea (south),9
south africa,8
norway,5
ghana,5
malaysia,3
ukraine,1
mexico,1
israel,1
