2014-02-01,2650
2014-03-01,188887
2014-04-01,235535
2014-05-01,237663
2014-06-01,219643
2014-07-01,518219
2014-08-01,387396
2014-09-01,324623
2014-10-01,379622
2014-11-01,559334
2014-12-01,332333
2015-01-01,306925
2015-02-01,557179
2015-03-01,290698
2015-04-01,370403
2015-05-01,499330
2015-06-01,649802
2015-07-01,518910
2015-08-01,568644
2015-09-01,721386
2015-10-01,932027
2015-11-01,1211760
2015-12-01,1774067
2016-01-01,946038
2016-02-01,906254
2016-03-01,3485639
2016-04-01,1379280
2016-05-01,860574
2016-06-01,1907730
2016-07-01,3852483
2016-08-01,635118
2016-09-01,872397
2016-10-01,812120
2016-11-01,874340
2016-12-01,956875
2017-01-01,101851
