2014-02-01,2509
2014-03-01,188698
2014-04-01,235475
2014-05-01,237572
2014-06-01,219553
2014-07-01,515931
2014-08-01,386537
2014-09-01,322567
2014-10-01,378583
2014-11-01,555917
2014-12-01,327795
2015-01-01,304132
2015-02-01,554369
2015-03-01,288419
2015-04-01,369089
2015-05-01,497211
2015-06-01,648556
2015-07-01,516069
2015-08-01,561298
2015-09-01,718031
2015-10-01,929657
2015-11-01,1209830
2015-12-01,1771543
2016-01-01,942502
2016-02-01,900910
2016-03-01,3480775
2016-04-01,1367598
2016-05-01,851566
2016-06-01,1901981
2016-07-01,3790518
2016-08-01,520938
2016-09-01,658020
2016-10-01,757286
2016-11-01,802072
