2014-02-01,1367
2014-03-01,3477
2014-04-01,5569
2014-05-01,4970
2014-06-01,6782
2014-07-01,6779
2014-08-01,7028
2014-09-01,4816
2014-10-01,2698
2014-11-01,3934
2014-12-01,7655
2015-01-01,8390
2015-02-01,8560
2015-03-01,6751
2015-04-01,9626
2015-05-01,9430
2015-06-01,10201
2015-07-01,7189
2015-08-01,8276
2015-09-01,7881
2015-10-01,8664
2015-11-01,6697
2015-12-01,7491
2016-01-01,177
2016-02-01,11150
2016-03-01,10540
2016-04-01,9330
2016-05-01,10366
2016-06-01,17141
2016-07-01,18245
2016-08-01,8956
2016-09-01,9059
2016-10-01,9201
2016-11-01,5633
2016-12-01,9919
2017-01-01,5747
