2014-02-01,0
2014-03-01,0
2014-04-01,0
2014-05-01,0
2014-06-01,6
2014-07-01,6
2014-08-01,4
2014-09-01,8
2014-10-01,18
2014-11-01,10
2014-12-01,38
2015-01-01,121
2015-02-01,33
2015-03-01,40
2015-04-01,53
2015-05-01,72
2015-06-01,106
2015-07-01,82
2015-08-01,119
2015-09-01,103
2015-10-01,164
2015-11-01,116
2015-12-01,159
2016-01-01,8
2016-02-01,364
2016-03-01,354
2016-04-01,376
2016-05-01,357
2016-06-01,642
2016-07-01,894
2016-08-01,594
2016-09-01,814
2016-10-01,928
2016-11-01,780
2016-12-01,1024
2017-01-01,758
