united states,3551
china,2673
india,695
germany,363
gibraltar,350
united kingdom,297
canada,291
singapore,281
japan,201
hong kong,177
turkey,164
france,123
russian federation,121
cayman islands,88
denmark,54
united arab emirates,49
australia,41
luxembourg,32
lithuania,29
indonesia,26
belgium,18
netherlands,18
czech republic,17
sweden,15
barbados,14
panama,10
ireland,10
spain,8
ghana,4
malaysia,2
ukraine,1
mexico,1
vietnam,1
italy,1
norway,1
