2014-02-01,0
2014-03-01,0
2014-04-01,0
2014-05-01,1
2014-06-01,0
2014-07-01,3
2014-08-01,9
2014-09-01,16
2014-10-01,2
2014-11-01,9
2014-12-01,15
2015-01-01,27
2015-02-01,42
2015-03-01,30
2015-04-01,69
2015-05-01,31
2015-06-01,36
2015-07-01,65
2015-08-01,121
2015-09-01,178
2015-10-01,150
2015-11-01,240
2015-12-01,260
2016-01-01,125
2016-02-01,189
2016-03-01,424
2016-04-01,280
2016-05-01,378
2016-06-01,437
2016-07-01,640
2016-08-01,241
2016-09-01,338
2016-10-01,310
2016-11-01,204
2016-12-01,196
2017-01-01,71
