2014-02-01,35864
2014-03-01,31326
2014-04-01,38923
2014-05-01,34409
2014-06-01,39543
2014-07-01,48204
2014-08-01,41289
2014-09-01,42056
2014-10-01,37784
2014-11-01,28404
2014-12-01,50936
2015-01-01,40192
2015-02-01,31062
2015-03-01,21490
2015-04-01,34349
2015-05-01,34667
2015-06-01,36713
2015-07-01,30239
2015-08-01,33422
2015-09-01,27020
2015-10-01,34229
2015-11-01,30042
2015-12-01,57800
2016-01-01,26080
2016-02-01,19993
2016-03-01,18644
2016-04-01,26737
2016-05-01,24543
2016-06-01,26161
2016-07-01,35631
2016-08-01,29550
2016-09-01,39078
2016-10-01,32013
2016-11-01,38386
2016-12-01,54579
2017-01-01,22808
